Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
16603,"19.0099129, 72.8426858","15 Vincent Court, 1St Floor, Dr Ambedkar Road, Opp Chitra Cinema, Near Fire Brigade, Dadar(E)",Suprabha Surgicare,0,0,0,"15 Vincent Court, 1St Floor, Dr Ambedkar Road, Opp Chitra Cinema, Near Fire Brigade, Dadar(E)",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16604,"19.0759837, 72.8776559","1, Nanji Bld., Acharya Donde Marg., Scwrce Bombay",Dr. Haresh L Gala Clinic-Acharya Donde Marg.,0,0,0,"1, Nanji Bld., Acharya Donde Marg., Scwrce Bombay",Maharashtra,Mumbai,0,400015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16605,"19.0759837, 72.8776559","Cross Road, Opposite Sweree Raliway, Sewree (W),Mumbai",Sewree Nursing Home,0,0,0,"Cross Road, Opposite Sweree Raliway, Sewree (W)",Maharashtra,Mumbai,0,400015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16606,NA,"Above Prabhat Bazar, 26, Kapad Bazar, Mahim",Dr Haresh Shah Prabhat Maternity and Surgical Nursing Home,0,0,0,"Above Prabhat Bazar, 26, Kapad Bazar, Mahim",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16607,"19.0414516, 72.8453359","3, Nitya Sahaya, Marinagar, Mahim (W), Mumbai",Dr. Fonsecas Maternity and Surgical Home,0,0,0,"3, Nitya Sahaya, Marinagar, Mahim (W)",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16608,"19.0351534, 72.8404432","Plot No.16 Next To Citylight Cinema, L J Rd, Mahim Mumbai",Dr. Mathure`S Surgical Clinic,0,0,0,"Plot No.16 Next To Citylight Cinema, L J Rd, Mahim ",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16609,"19.0351534, 72.8404432",Vidya Building Kotnis Path Near Hinduja Hospital Mahim Mumbai,"Dr.(Mrs,) Renu L. Vallicha",0,0,0,Vidya Building Kotnis Path Near Hinduja Hospital Mahim,Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16610,"19.0334876, 72.8463712","Maternity & Nursing Home, Kanara House, Mogal Lane Mumbai",Dr.Koppikars Family Clinic,0,0,0,"Maternity & Nursing Home, Kanara House, Mogal Lane",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16611,"19.0298134, 72.8398724","Rajdeep, 143, Lt. Dilip Gupte Road, Mahim Mumbai",Gupte Maternity and Surgical Home,0,0,0,"Rajdeep, 143, Lt. Dilip Gupte Road, Mahim ",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16612,NA,"Vidya Building Kotnis Path, Near Hinduja Hospital, Mahim",Laxmi Clinic,0,0,0,"Vidya Building Kotnis Path, Near Hinduja Hospital, Mahim",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16613,"19.0351534, 72.8404432","13, Rameshwar, 1St Floor, Opposite Citylight Cinema, 206, K.J. Road, Mahim, Mumbai",Nadkarni Clinic,0,0,0,"13, Rameshwar, 1St Floor, Opposite Citylight Cinema, 206, K.J. Road, Mahim",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16614,"19.0353124, 72.8436859","Travasso Mansion, Girgaonkar Wadi, Opposite Udyog Mandir, Next To Mehta Park, Off Sitladevi Temple Road, Mahim, Mumbai",Netra Retina And Laser Centre,0,0,0,"Travasso Mansion, Girgaonkar Wadi, Opposite Udyog Mandir, Next To Mehta Park, Off Sitladevi Temple Road, Mahim ",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16615,"19.0338576, 72.8423219","185/B,Lady Jamshedji Road, Mahim, Mumbai",North Bombay Clinic Surgical and Maternity Home,0,0,0,"185/B,Lady Jamshedji Road, Mahim",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16616,"19.0374901, 72.8390644","Veer Savarkar Marg, Mahim, Mumbai, ",P D Hinduja National Hospital and Medical Research Centre,0,0,0,"Veer Savarkar Marg, Mahim",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16617,NA,"Uma Mahesh, 2Nd Cross, M. M. Chotani Marg, Mahim (W)",Pikale Hospital,0,0,0,"Uma Mahesh, 2Nd Cross, M. M. Chotani Marg, Mahim (W)",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16618,NA,"Prabhat Bhuvan, 1St Floor, 26 Kapad Bazar, Opp Post Office, Mahim",Prabhat Maternity And Surgical Nursing Home,0,0,0,"Prabhat Bhuvan, 1St Floor, 26 Kapad Bazar, Opp Post Office ",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,2224459120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16619,"19.0281662, 72.8382547",139 Unity Frd Floor Rd No 5 Shivaji Park Mumbai,Rajvi Clinic,0,0,0,139 Unity Frd Floor Rd No 5 Shivaji Park ,Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16620,"19.032012, 72.8401043","Raheja Rugnalaya Marg, Mahim (West), Mumbai",S.L. Raheja Hospital,0,0,0,"Raheja Rugnalaya Marg, Mahim (West)",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,2224442486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16621,"19.0310674, 72.8453376","2, Anand Sagar, Mogal Lane Matunga Bombay",Shree Saraswati Nursing Home,0,0,0,"2, Anand Sagar, Mogal Lane Matunga Bombay",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16622,NA,"1St Fl., Shayog Society, L.J. Road, Next To City Light Cinema, Mahim",Surlata Hospital,0,0,0,"1St Fl., Shayog Society, L.J. Road, Next To City Light Cinema, Mahim",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16623,"19.0313867, 72.8379652","220, Jehangir Baug Veer Savarkar Marg, Mahim Mumbai",Triveni Nursing Home,0,0,0,"220, Jehangir Baug Veer Savarkar Marg, Mahim ",Maharashtra,Mumbai,0,400016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16624,"19.0463778, 72.8543168","Jeevan Hall Building, 2-A, Dharavi Main Road",Ayurseva Hospital,0,0,0,"Jeevan Hall Building, 2-A, Dharavi Main Road",Maharashtra,Mumbai,0,400017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16625,"19.0402084, 72.8508504","111/112, New Nehru Nagar Co-Op Hsg.Soc, Plot No.27, 90 Feet Road OppositeHindustan Co Op Bank Ltd Dharavi.Mumbai-",Bava Medical Centre,0,0,0,"111/112, New Nehru Nagar Co-Op Hsg.Soc, Plot No.27, 90 Feet Road OppositeHindustan Co Op Bank Ltd Dharavi",Maharashtra,Mumbai,0,400017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16626,"19.0390744, 72.8527492","1St Flr, United Enclave 60Ft Road, Dharavi",Dhanwantari Nursing Home and Diagnostic Centre,0,0,0,"1St Flr, United Enclave 60Ft Road, Dharavi",Maharashtra,Mumbai,0,400017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16627,"19.0480285, 72.857092","112,B-Wing & 101, A-Wing, Sankalpana, Corner Of 90 Ft. Road & Sion-Bandra Link Road, Dharavi",Dr. Sushil D Nakhates Child Care Centre and Shruti Nursing Home,0,0,0,"112,B-Wing & 101, A-Wing, Sankalpana, Corner Of 90 Ft. Road & Sion-Bandra Link Road, Dharavi",Maharashtra,Mumbai,0,400017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16628,"19.0480285, 72.857092","Priyadarshini Co-Op. Hsg.Soc.,Room No.102,G-Wing, 1St Floor,OppositeNew Ongc Tower, Sion-Bandra Link Road, Dharavi, Mumbai",Lfe Care Hospital - Dharavi,0,0,0,"Priyadarshini Co-Op. Hsg.Soc.,Room No.102,G-Wing, 1St Floor,OppositeNew Ongc Tower, Sion-Bandra Link Road, Dharavi",Maharashtra,Mumbai,0,400017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16629,NA,"""Sai Medicare Services Pvt Ltd, Ground 1St 2Nd & 3Rd, At Masiha Islampura Chs Ltd., Behind Sion Hospital Ncar Dharavi Police Station 40 Feet Rd""",Sai Hospital,0,0,0,"""Sai Medicare Services Pvt Ltd , Ground 1St 2Nd & 3Rd, At Masiha Islampura Chs Ltd., Behind Sion Hospital , Ncar Dharavi Police Station 40 Feet Rd""",Maharashtra,Mumbai,0,400017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16630,"19.0402084, 72.8508504","Ground, 1St, 2Nd, 3Rd Floor, At Masiha Islampura Chs. Ltd., Behind Sion Hospital, Near Dharavi Police Station, Dharavi",Sai Medicure Services Pvt. Ltd. (Sai Hospital),0,0,0,"Ground, 1St, 2Nd, 3Rd Floor, At Masiha Islampura Chs. Ltd. , Behind Sion Hospital, Near Dharavi Police Station, Dharavi",Maharashtra,Mumbai,0,400017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16631,NA,"Continental Bldg, Opp, Glaxo,",Bosco Nursing Home and Ent Research Centre,0,0,0,"Continental Bldg, Opp, Glaxo",Maharashtra,Mumbai,0,400018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16632,NA,"Ground Flooe, Shreyash Apts, Esis Hospital Road, Ramchandra Nagar No 1, Thane (W)",Dr Gadgils Eye Hospital,0,0,0,"Ground Flooe, Shreyash Apts, Esis Hospital Road, Ramchandra Nagar No 1, Thane (W)",Maharashtra,Mumbai,0,400018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16633,"18.9872015, 72.8290456","395-A G.K. Marg, Worli, Mumbai",Nirmal Clinic,0,0,0,"395-A G.K. Marg, Worli",Maharashtra,Mumbai,0,400018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16634,"18.9997784, 72.8169357",Podar Hospital Campus Dr Annie Besant Road Worli Mumbai,R R A Podar Central Research Institute,0,0,0,Podar Hospital Campus Dr Annie Besant Road Worli,Maharashtra,Mumbai,0,400018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16635,NA,"3Rd Floor, Sadhana House, Behind Mahindra Towers",Regenesis,0,0,0,"3Rd Floor, Sadhana House, Behind Mahindra Towers",Maharashtra,Mumbai,0,400018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16636,"19.0062696, 72.8206853","3Rd Floor, Sadhana House Behind Mahindra Towers, Pandurang Budhkar Marg, Worli, Mumbai",Reliance Life Sciences Pvt. Ltd,0,0,0,"3Rd Floor, Sadhana House Behind Mahindra Towers, Pandurang Budhkar Marg, Worli Mumbai",Maharashtra,Mumbai,0,400018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16637,"19.1509879, 72.9315251","Vakratunda Palace, Tank Road, Lodha Imperia, Bhandup (W), Mumbai",Saarthi Hospital,0,0,0,"Vakratunda Palace, Tank Road, Lodha Imperia, Bhandup (W)",Maharashtra,Mumbai,0,400018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16638,"19.0031932, 72.8192367","50, B D D Chawl, Dr.G M Bhosale Marg,Opp Jambori Maidan, Worli Mumbai",The Bombay Mothers and Children Welfare Societys,0,0,0,"50, B D D Chawl, Dr.G M Bhosale Marg,Opp Jambori Maidan, Worli Mumbai",Maharashtra,Mumbai,0,400018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16639,"19.0792247, 72.9057813","1, 2, 3, Gautam Building, Opposite Balaji Temple, Tilak Road, Ghatkopar (East)",Dr Trivedis Maternity and Nursing Home,0,0,0,"1, 2, 3, Gautam Building, Opposite Balaji Temple, Tilak Road, Ghatkopar (East)",Maharashtra,Mumbai,0,400019,0,0,0,0,0,0,0,0,25135913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16640,"19.023947, 72.8529909",Kapole Niwas 590 Dr Ambedkar Road Matunga Cr Mumbai,Dr V T Shah Diagnostic Centre and Clinic,0,0,0,Kapole Niwas 590 Dr Ambedkar Road Matunga Cr ,Maharashtra,Mumbai,0,400019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16641,"19.0252685, 72.8523958","1/320, Shridhar Niwas,Sir Bhaichandra Road, Matunga Mumbai",Dr.Chhatres Maternity and Surgical Nursing Home,0,0,0,"1/320, Shridhar Niwas,Sir Bhaichandra Road, Matunga ",Maharashtra,Mumbai,0,400019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16642,"19.0336548, 72.854459",153-B Dongre Building Hindu Colony Opp Ruia College Matunga (Cr) Mumbai,Icon The Eye Consultants Eye and Laser Centre,0,0,0,153-B Dongre Building Hindu Colony Opp Ruia College Matunga (Cr) ,Maharashtra,Mumbai,0,400019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16643,"19.0759837, 72.8776559","225/A, Shreekrishna Bhavan, Behind Ruia Collage, Sir Bhakhadra Rd., Matuya, Mumbai",Insight Eye Clinic,0,0,0,"225/A, Shreekrishna Bhavan, Behind Ruia Collage, Sir Bhakhadra Rd., , Matuya",Maharashtra,Mumbai,0,400019,0,0,0,0,0,0,0,0,24152125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16644,"19.0759837, 72.8776559","Sanjay, Gr. Floor, Plot 376, Telang Cross Road No.2, Near Mutunga (Cr) P.O.Mumbai",Jashem Eye Institute,0,0,0,"Sanjay, Gr. Floor, Plot 376, Telang Cross Road No.2, Near Mutunga (Cr) ",Maharashtra,Mumbai,0,400019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16645,"19.0099, 72.820598",Matunga,Lions Club Of East Bombay,0,0,0,Matunga,Maharashtra,Mumbai,0,400019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16646,"19.0962638, 73.0111333",Sector 12-E Near Balaji Garden Koperkhairane (Bonkode) Navi Mumbai,Naik Nursing Home and Endoscopy Centre,0,0,0,Sector 12-E Near Balaji Garden Koperkhairane (Bonkode) Navi Mumbai,Maharashtra,Mumbai,0,400019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16647,NA,"Goola Mansion, Jam-E-Jamshed Road, Near Five Gardens",Narvekar Clinics,0,0,0,"Goola Mansion, Jam-E-Jamshed Road, Near Five Gardens",Maharashtra,Mumbai,0,400019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16648,NA,"471/C, Manu Mahal, 1St Floor, Block No.4/5, Above Centurion Bank Of Punjab, Maheshwari Udyan, Matunga",Shah Nursing Home,0,0,0,"471/C, Manu Mahal, 1St Floor, Block No.4/5, Above Centurion Bank Of Punjab, Maheshwari Udyan, Matunga",Maharashtra,Mumbai,0,400019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16649,"19.022637, 72.851028",Flat 2 Ground Floor Vasudev Sadan 207 D Dr Ambedkar Road Matunga,Siddhamrut Clinic,0,0,0,Flat 2 Ground Floor Vasudev Sadan 207 D Dr Ambedkar Road Matunga,Maharashtra,Mumbai,0,400019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16650,"19.0304554, 72.8469971","Star Of Cochin Building, Bhandarkar Road, Matunga (C.R.),Bombay",Visaria Nursing Home - Matunga,0,0,0,"Star Of Cochin Building, Bhandarkar Road, Matunga (C.R.),Bombay",Maharashtra,Mumbai,0,400019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16651,"18.9389181, 72.8286535","12, Sir V. T. Marg, New Marine Lines, Marine Lines, Mumbai, ",Bombay Hospital and Medical Research Centre,0,0,0,"12, Sir V. T. Marg, New Marine Lines, Marine Lines",Maharashtra,Mumbai,0,400020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16652,NA,"La Chitadelle Next To Central Government Offices,99 K M Karve Road",Dr. Bacha`S Memorial Belle Vue Nursing Home,0,0,0,"La Chitadelle Next To Central Government Offices,99 K M Karve Road",Maharashtra,Mumbai,0,400020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16653,"18.9457243, 72.8237605","3D Kakad House, 3Rd Flr, Opposite Liberty Cinema, Marine Lines, Mumbai",Zain Eye Care,0,0,0,"3D Kakad House, 3Rd Flr, Opposite Liberty Cinema, Marine Lines",Maharashtra,Mumbai,0,400020,0,0,0,0,0,0,0,0,56518084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16654,NA,"74/78/Lady Ratan Tata M R C Karve Road, Cooperage Mumabai",Abhishek Day Care Ins. and Medical Research Centre,0,0,0,"74/78/Lady Ratan Tata M R C Karve Road, Cooperage ",Maharashtra,Mumbai,0,400021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16655,"19.0759837, 72.8776559","4Th Floor, Mahashi Karve Rd, Cooperage, Mumbai-",Lady Ratan Tata Medical Centre,0,0,0,"4Th Floor, Mahashi Karve Rd, Cooperage",Maharashtra,Mumbai,0,400021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16656,"19.0759837, 72.8776559","9Th Floor, Room No-91, Lady Ratan Tata Medical & Research Centre 31, M.Karve Road Cooperage Mumbai",Vinod Sharma Memorial Medical Centre,0,0,0,"9Th Floor, Room No-91, Lady Ratan Tata Medical & Research Centre 31, M.Karve Road Cooperage ",Maharashtra,Mumbai,0,400021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16657,"19.0394894, 72.8597092","Rajgir Sadan, Ground Floor, Laxmi Baug, Opp Sion Rly. Stn., Sion (W), Mumbai, ",Ashirwad Nursing Home,0,0,0,"Rajgir Sadan, Ground Floor, Laxmi Baug, Opp Sion Rly. Stn. , Sion (W)",Maharashtra,Mumbai,0,400022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16658,"19.0351454, 72.8663173","103, Jai Ganesh Co-Op Soc, Plot No 206, Opp Sion Hosp-Sion East-Mumbai",Dr Savlas Child Care Centre,0,0,0,"103, Jai Ganesh Co-Op Soc, Plot No 206, Opp Sion Hosp-Sion East",Maharashtra,Mumbai,0,400022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16659,"19.0397531, 72.8611975","6/206, Shiv Mahal Chs, Sion Main Road, Sion , Mumbai, ",Dr. Deosthaci's Eye Care Centre,0,0,0,"6/206, Shiv Mahal Chs, Sion Main Road , , Sion ",Maharashtra,Mumbai,0,400022,0,0,0,0,0,0,0,0,24074281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16660,"19.0516931, 72.8691602","B- Bhagnari Co-Op, Hsg, Society Sion-Duncan Causeway Road, Next To Chunabhatti Rly Chunabhatti Mumbai",Dr.Patrawala`S Kalpana Nursing Home,0,0,0,"B- Bhagnari Co-Op, Hsg, Society Sion-Duncan Causeway Road, Next To Chunabhatti Rly Chunabhatti ",Maharashtra,Mumbai,0,400022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16661,"19.0381054, 72.8596712",Lion Tarachand Bapa Hospitasl 2Nd Floor Jain Society Sion W Mumbai,Endoscopy Asia,0,0,0,Lion Tarachand Bapa Hospitasl 2Nd Floor Jain Society Sion W Mumbai,Maharashtra,Mumbai,0,400022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16662,"19.153192, 72.9969872","101,103 Ruby Commercial Compelx Sector 4, Airoli,Navi Mumbai",Gandhi Hospital - Navi Mumbai,0,0,0,"101,103 Ruby Commercial Compelx Sector 4, Airoli,Navi Mumbai",Maharashtra,Mumbai,0,400022,0,0,0,0,0,0,0,0,27791698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16663,"19.0351454, 72.8663173",Sion(E),Iyers Polyclinic,0,0,0,Sion(E),Maharashtra,Mumbai,0,400022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16664,NA,"Maitri Classic, Opp Bhaktidham Mandir Bhaktidham Mandir Marg, Chunabhati (E)",Kamakshi Maternity Home,0,0,0,"Maitri Classic , Opp Bhaktidham Mandir , Bhaktidham Mandir Marg, Chunabhati (E)",Maharashtra,Mumbai,0,400022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16665,"19.0351454, 72.8663173","102, Maryland Corner, Plot No.39, Next To Hp Petrol Pump,Sion(E), Mumbai, ",Krishna Eye Centre,0,0,0,"# 102, Maryland Corner, Plot No.39, Next To Hp Petrol Pump,Sion(E)",Maharashtra,Mumbai,0,400022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16666,"19.0349625, 72.8601821",218 Sion East,Mata Lachmi Hospital,0,0,0,218 Sion East,Maharashtra,Mumbai,0,400022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16667,"19.0351454, 72.8663173","4Th Floor, (Tower Block), Jasubhai R K Shah Medical Centre 292,Comrade Harbansial Marg, Sion East, Mumbai",Shanmukhananda Aditya Jyot Eye Institute - Sion - Mumbai,0,0,0,"4Th Floor, (Tower Block), Jasubhai R K Shah Medical Centre 292,Comrade Harbansial Marg, Sion East",Maharashtra,Mumbai,0,400022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16668,"19.0176169, 72.8561288",Mumbai,Shanmukhananda Jasubhai Rkshah Medical Centre,0,0,0,,Maharashtra,Mumbai,0,400022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
